<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.27	08:00:00	2033.68	2034.98	2033.28	2033.50	1297	0	5
2024.02.27	09:00:00	2033.50	2036.27	2033.29	2035.46	2377	0	5
2024.02.27	10:00:00	2035.46	2039.48	2034.70	2038.13	3684	0	5
2024.02.27	11:00:00	2038.05	2038.16	2035.39	2036.65	2832	0	3
2024.02.27	12:00:00	2036.68	2036.72	2034.67	2036.46	2810	0	4
2024.02.27	13:00:00	2036.46	2038.72	2035.54	2038.25	3040	0	0
2024.02.27	14:00:00	2038.25	2039.13	2037.20	2038.33	3299	0	2
2024.02.27	15:00:00	2038.41	2038.67	2035.34	2035.47	5364	0	2
2024.02.27	16:00:00	2035.47	2036.58	2033.66	2034.93	5830	0	0
2024.02.27	17:00:00	2034.90	2037.02	2032.90	2033.82	6656	0	0
2024.02.27	18:00:00	2033.84	2034.34	2031.81	2033.15	5114	0	4
2024.02.27	19:00:00	2033.15	2033.15	2029.82	2032.31	3734	0	5
2024.02.27	20:00:00	2032.31	2036.14	2031.96	2032.43	4280	0	5
2024.02.27	21:00:00	2032.44	2032.46	2029.45	2030.27	2641	0	5
2024.02.27	22:00:00	2030.27	2030.42	2028.81	2030.16	1628	0	5
2024.02.27	23:00:00	2030.21	2030.62	2029.88	2030.38	566	0	3
2024.02.28	01:00:00	2030.59	2030.89	2029.83	2030.10	687	0	5
2024.02.28	02:00:00	2030.10	2031.30	2029.20	2030.88	1262	0	5
2024.02.28	03:00:00	2030.90	2033.76	2029.78	2033.47	2200	0	5
2024.02.28	04:00:00	2033.44	2033.64	2030.56	2031.06	1372	0	5
2024.02.28	05:00:00	2031.06	2031.86	2029.86	2030.95	1320	0	5
2024.02.28	06:00:00	2030.95	2031.15	2029.84	2030.28	1089	0	0
2024.02.28	07:00:00	2030.27	2031.11	2030.05	2030.99	969	0	5
2024.02.28	08:00:00	2031.00	2032.13	2028.64	2029.35	1416	0	5
2024.02.28	09:00:00	2029.37	2029.38	2027.85	2028.11	2512	0	3
2024.02.28	10:00:00	2028.11	2029.31	2026.73	2026.84	3160	0	5
2024.02.28	11:00:00	2026.83	2027.36	2024.92	2024.92	3668	0	5
2024.02.28	12:00:00	2024.94	2027.60	2024.49	2027.41	3425	0	0
2024.02.28	13:00:00	2027.32	2027.95	2026.85	2027.33	2497	0	0
2024.02.28	14:00:00	2027.31	2030.46	2026.95	2029.63	3041	0	5
2024.02.28	15:00:00	2029.61	2036.13	2029.11	2035.86	7208	0	4
2024.02.28	16:00:00	2035.88	2037.90	2031.12	2031.92	6853	0	5
2024.02.28	17:00:00	2031.83	2034.10	2030.50	2031.87	5260	0	3
2024.02.28	18:00:00	2031.86	2034.14	2031.81	2033.60	4349	0	5
2024.02.28	19:00:00	2033.65	2035.65	2032.34	2033.85	3611	0	5
2024.02.28	20:00:00	2033.85	2034.89	2031.50	2031.62	3017	0	5
2024.02.28	21:00:00	2031.60	2032.40	2030.88	2032.20	2022	0	5
2024.02.28	22:00:00	2032.25	2034.26	2032.15	2033.79	2203	0	5
2024.02.28	23:00:00	2033.82	2035.29	2033.08	2034.37	915	0	5
2024.02.29	01:00:00	2034.14	2035.65	2034.14	2034.70	819	0	3
2024.02.29	02:00:00	2034.76	2035.61	2033.95	2034.18	1030	0	2
2024.02.29	03:00:00	2034.21	2036.55	2034.20	2036.50	2199	0	0
2024.02.29	04:00:00	2036.52	2037.10	2035.50	2036.59	2201	0	5
2024.02.29	05:00:00	2036.61	2036.77	2035.26	2036.61	1211	0	5
2024.02.29	06:00:00	2036.61	2036.62	2035.13	2035.23	930	0	5
2024.02.29	07:00:00	2035.22	2036.00	2034.46	2035.67	1461	0	5
2024.02.29	08:00:00	2035.67	2037.08	2035.52	2036.88	1818	0	5
2024.02.29	09:00:00	2036.88	2037.85	2035.98	2037.36	2892	0	5
2024.02.29	10:00:00	2037.29	2037.48	2035.56	2037.24	3300	0	5
2024.02.29	11:00:00	2037.33	2037.47	2034.08	2034.63	3398	0	5
2024.02.29	12:00:00	2034.62	2034.86	2030.53	2030.84	3407	0	4
2024.02.29	13:00:00	2030.84	2031.83	2028.88	2030.34	3218	0	5
2024.02.29	14:00:00	2030.34	2030.66	2028.11	2030.27	3355	0	5
2024.02.29	15:00:00	2030.30	2048.71	2030.28	2047.67	9263	0	0
2024.02.29	16:00:00	2047.67	2050.33	2045.95	2047.82	8482	0	5
2024.02.29	17:00:00	2048.18	2050.74	2046.54	2048.17	7760	0	4
2024.02.29	18:00:00	2048.24	2048.41	2043.78	2045.00	6021	0	0
2024.02.29	19:00:00	2045.00	2046.03	2043.34	2045.72	3773	0	4
2024.02.29	20:00:00	2045.65	2046.83	2045.08	2046.33	3603	0	5
2024.02.29	21:00:00	2046.33	2046.91	2044.04	2044.51	2814	0	5
2024.02.29	22:00:00	2044.43	2045.50	2043.77	2044.09	2122	0	5
2024.02.29	23:00:00	2044.15	2044.29	2042.88	2044.12	1040	0	5
2024.03.01	01:00:00	2043.69	2044.34	2043.14	2044.34	1042	0	2
2024.03.01	02:00:00	2044.31	2044.35	2042.87	2043.77	1700	0	5
2024.03.01	03:00:00	2043.80	2044.74	2043.07	2044.36	2234	0	0
2024.03.01	04:00:00	2044.36	2045.91	2044.13	2045.47	1597	0	1
2024.03.01	05:00:00	2045.48	2046.87	2045.37	2046.60	1469	0	5
2024.03.01	06:00:00	2046.60	2046.60	2045.29	2045.51	839	0	5
2024.03.01	07:00:00	2045.51	2045.70	2043.46	2045.10	1650	0	5
2024.03.01	08:00:00	2045.12	2048.17	2044.91	2046.78	1734	0	4
2024.03.01	09:00:00	2046.76	2048.88	2045.28	2045.44	3053	0	5
2024.03.01	10:00:00	2045.60	2045.68	2039.10	2039.85	5015	0	4
2024.03.01	11:00:00	2039.76	2047.60	2039.48	2046.46	5040	0	4
2024.03.01	12:00:00	2046.45	2055.14	2045.98	2054.90	5407	0	4
2024.03.01	13:00:00	2054.93	2057.51	2053.93	2055.44	4387	0	5
2024.03.01	14:00:00	2055.44	2057.06	2052.25	2052.43	4286	0	1
2024.03.01	15:00:00	2052.48	2054.59	2050.13	2051.63	6734	0	5
2024.03.01	16:00:00	2051.65	2056.69	2045.66	2046.46	7932	0	0
2024.03.01	17:00:00	2051.19	2070.98	2049.77	2069.28	11128	0	0
2024.03.01	18:00:00	2069.29	2081.99	2069.29	2081.16	8355	0	0
2024.03.01	19:00:00	2081.17	2085.70	2080.00	2084.84	6901	0	5
2024.03.01	20:00:00	2084.84	2088.35	2082.28	2084.81	5170	0	5
2024.03.01	21:00:00	2085.92	2086.06	2084.80	2085.29	1023	0	5
2024.03.01	22:00:00	2085.28	2085.39	2083.10	2083.52	3142	0	4
2024.03.01	23:00:00	2083.41	2084.05	2082.89	2083.26	1159	0	5
2024.03.04	01:00:00	2082.50	2086.28	2081.96	2083.55	2376	0	0
2024.03.04	02:00:00	2083.68	2084.42	2082.30	2082.65	2471	0	0
2024.03.04	03:00:00	2082.70	2082.96	2079.51	2080.25	3512	0	3
2024.03.04	04:00:00	2080.23	2083.49	2079.91	2081.56	2546	0	5
2024.03.04	05:00:00	2081.57	2081.99	2080.42	2081.47	1498	0	5
2024.03.04	06:00:00	2081.47	2081.60	2080.33	2080.83	925	0	5
2024.03.04	07:00:00	2080.75	2082.32	2080.53	2081.57	1310	0	0
2024.03.04	08:00:00	2081.57	2083.98	2081.12	2083.58	2901	0	5
2024.03.04	09:00:00	2083.68	2088.30	2083.68	2087.40	3201	0	5
2024.03.04	10:00:00	2087.37	2087.52	2083.52	2083.91	4346	0	0
2024.03.04	11:00:00	2083.92	2086.19	2083.23	2085.20	3566	0	5
2024.03.04	12:00:00	2085.21	2085.84	2082.69	2083.96	2948	0	5
2024.03.04	13:00:00	2083.96	2084.58	2081.88	2082.15	3031	0	4
2024.03.04	14:00:00	2082.15	2083.45	2081.89	2082.60	3053	0	5
2024.03.04	15:00:00	2082.59	2093.23	2081.22	2091.65	6986	0	0
2024.03.04	16:00:00	2091.74	2101.45	2090.55	2100.83	9431	0	0
2024.03.04	17:00:00	2100.71	2109.38	2097.63	2109.12	7822	0	0
2024.03.04	18:00:00	2109.03	2119.92	2107.79	2119.34	9567	0	0
2024.03.04	19:00:00	2119.37	2119.81	2113.99	2116.52	6683	0	5
2024.03.04	20:00:00	2116.52	2118.11	2113.60	2115.35	4202	0	5
2024.03.04	21:00:00	2115.38	2117.35	2113.35	2116.32	3074	0	0
2024.03.04	22:00:00	2116.36	2118.54	2115.47	2116.68	2696	0	5
2024.03.04	23:00:00	2116.70	2117.34	2114.15	2114.27	1164	0	5
2024.03.05	01:00:00	2114.77	2115.91	2113.52	2114.65	1269	0	5
2024.03.05	02:00:00	2114.65	2115.91	2114.22	2115.52	1603	0	5
2024.03.05	03:00:00	2115.53	2116.87	2110.51	2112.69	4200	0	1
2024.03.05	04:00:00	2112.69	2113.34	2111.44	2112.33	2307	0	5
2024.03.05	05:00:00	2112.34	2114.00	2111.29	2113.02	1736	0	5
2024.03.05	06:00:00	2113.02	2115.98	2112.70	2115.94	1594	0	5
2024.03.05	07:00:00	2115.94	2119.77	2115.40	2119.33	2819	0	5
2024.03.05	08:00:00	2119.32	2119.58	2115.31	2117.34	2937	0	5
2024.03.05	09:00:00	2117.30	2117.78	2114.01	2114.49	3286	0	5
2024.03.05	10:00:00	2114.50	2123.39	2114.50	2120.71	5191	0	4
2024.03.05	11:00:00	2120.69	2125.28	2119.07	2124.56	4523	0	5
2024.03.05	12:00:00	2124.56	2127.35	2123.37	2123.72	3616	0	0
2024.03.05	13:00:00	2123.73	2127.20	2122.64	2124.53	3856	0	0
2024.03.05	14:00:00	2124.57	2125.30	2121.22	2124.44	4003	0	5
2024.03.05	15:00:00	2124.54	2141.82	2122.43	2127.78	10417	0	0
2024.03.05	16:00:00	2128.03	2133.24	2124.28	2128.19	9503	0	5
2024.03.05	17:00:00	2131.30	2139.60	2124.01	2126.67	10979	0	5
2024.03.05	18:00:00	2126.63	2128.82	2123.73	2128.36	7176	0	5
2024.03.05	19:00:00	2128.36	2131.01	2127.63	2130.95	4253	0	5
2024.03.05	20:00:00	2130.94	2133.62	2129.66	2130.75	3961	0	5
2024.03.05	21:00:00	2130.84	2134.76	2129.63	2129.68	3236	0	5
2024.03.05	22:00:00	2129.65	2130.99	2128.54	2129.71	3166	0	5
2024.03.05	23:00:00	2129.62	2130.09	2127.14	2127.84	1184	0	5
2024.03.06	01:00:00	2128.01	2128.52	2127.06	2128.10	889	0	5
2024.03.06	02:00:00	2128.10	2128.15	2126.17	2126.93	1936	0	5
2024.03.06	03:00:00	2127.07	2128.03	2125.17	2125.52	3103	0	5
2024.03.06	04:00:00	2125.49	2126.85	2123.98	2126.46	2125	0	5
2024.03.06	05:00:00	2126.44	2126.65	2123.73	2124.83	2069	0	4
2024.03.06	06:00:00	2124.83	2126.39	2124.83	2126.25	1059	0	5
2024.03.06	07:00:00	2126.23	2128.01	2125.25	2125.35	1817	0	5
2024.03.06	08:00:00	2125.39	2127.62	2125.00	2127.32	1953	0	5
2024.03.06	09:00:00	2127.42	2131.58	2127.13	2128.52	3233	0	5
2024.03.06	10:00:00	2128.53	2129.28	2124.36	2125.11	4995	0	4
2024.03.06	11:00:00	2125.08	2129.85	2124.80	2128.71	3803	0	5
2024.03.06	12:00:00	2128.71	2128.74	2124.71	2125.68	3621	0	5
2024.03.06	13:00:00	2125.68	2132.61	2125.61	2132.57	3561	0	0
2024.03.06	14:00:00	2132.58	2135.09	2131.11	2134.28	3893	0	5
2024.03.06	15:00:00	2134.28	2139.69	2131.54	2139.46	9464	0	5
2024.03.06	16:00:00	2139.54	2149.22	2135.70	2145.00	9872	0	0
2024.03.06	17:00:00	2144.76	2145.64	2132.00	2141.01	10730	0	5
2024.03.06	18:00:00	2141.01	2149.90	2140.48	2148.25	7796	0	0
2024.03.06	19:00:00	2148.31	2150.05	2141.97	2144.84	6936	0	5
2024.03.06	20:00:00	2144.84	2152.23	2144.06	2147.22	6213	0	0
2024.03.06	21:00:00	2147.30	2147.52	2139.52	2144.44	5716	0	5
2024.03.06	22:00:00	2144.41	2147.27	2143.22	2146.68	3049	0	5
2024.03.06	23:00:00	2146.62	2149.39	2144.55	2148.03	1721	0	0
2024.03.07	01:00:00	2148.85	2151.38	2146.19	2147.42	1717	0	0
2024.03.07	02:00:00	2147.51	2149.70	2147.41	2148.94	2729	0	5
2024.03.07	03:00:00	2149.03	2149.03	2144.22	2146.22	4827	0	0
2024.03.07	04:00:00	2146.23	2152.15	2145.70	2150.80	3866	0	5
2024.03.07	05:00:00	2150.64	2152.48	2149.73	2151.80	2355	0	5
2024.03.07	06:00:00	2151.75	2161.38	2151.75	2158.32	4329	0	0
2024.03.07	07:00:00	2158.33	2158.81	2154.47	2154.54	3582	0	5
2024.03.07	08:00:00	2154.46	2156.58	2151.59	2155.44	3967	0	5
2024.03.07	09:00:00	2155.61	2158.32	2152.28	2156.06	4665	0	5
2024.03.07	10:00:00	2156.07	2159.84	2154.48	2155.31	5057	0	0
2024.03.07	11:00:00	2155.32	2157.84	2154.38	2157.74	4296	0	5
2024.03.07	12:00:00	2157.74	2158.96	2156.20	2157.64	3540	0	5
2024.03.07	13:00:00	2157.65	2157.76	2153.32	2156.09	3685	0	2
2024.03.07	14:00:00	2156.09	2158.83	2154.02	2158.46	3487	0	3
2024.03.07	15:00:00	2158.36	2164.74	2157.44	2159.59	8692	0	3
2024.03.07	16:00:00	2159.58	2159.80	2148.01	2154.07	9159	0	0
2024.03.07	17:00:00	2154.03	2157.77	2151.76	2153.72	7455	0	0
2024.03.07	18:00:00	2153.72	2158.56	2149.31	2156.22	6501	0	4
2024.03.07	19:00:00	2156.26	2158.85	2155.35	2158.28	4051	0	5
2024.03.07	20:00:00	2158.29	2159.31	2156.15	2157.12	3436	0	5
2024.03.07	21:00:00	2157.13	2160.90	2156.19	2160.03	2731	0	5
2024.03.07	22:00:00	2160.03	2160.48	2158.02	2158.62	2555	0	4
2024.03.07	23:00:00	2158.78	2160.02	2158.37	2159.93	856	0	5
2024.03.08	01:00:00	2159.63	2162.60	2158.86	2162.00	1430	0	0
2024.03.08	02:00:00	2162.00	2163.61	2159.76	2160.90	2454	0	5
2024.03.08	03:00:00	2160.95	2161.83	2157.74	2157.92	3011	0	0
2024.03.08	04:00:00	2157.85	2158.43	2155.03	2155.41	2826	0	2
2024.03.08	05:00:00	2155.41	2158.77	2154.02	2157.67	1914	0	5
2024.03.08	06:00:00	2157.68	2159.31	2156.38	2157.75	1436	0	4
2024.03.08	07:00:00	2157.79	2158.45	2156.48	2157.79	1808	0	0
2024.03.08	08:00:00	2157.79	2162.07	2156.53	2161.26	2942	0	0
2024.03.08	09:00:00	2161.27	2161.97	2159.10	2161.39	4139	0	2
2024.03.08	10:00:00	2161.39	2168.73	2161.19	2165.17	5035	0	5
2024.03.08	11:00:00	2165.17	2171.09	2164.70	2169.10	5415	0	5
2024.03.08	12:00:00	2169.02	2170.54	2166.64	2168.53	4013	0	5
2024.03.08	13:00:00	2168.53	2169.71	2166.35	2168.32	3274	0	5
2024.03.08	14:00:00	2168.33	2169.32	2166.00	2166.00	2929	0	5
2024.03.08	15:00:00	2166.01	2185.44	2156.68	2171.19	10202	0	0
2024.03.08	16:00:00	2171.18	2174.73	2163.78	2170.86	11072	0	4
2024.03.08	17:00:00	2170.80	2177.41	2167.92	2177.26	8505	0	5
2024.03.08	18:00:00	2177.26	2180.96	2172.34	2180.78	7964	0	5
2024.03.08	19:00:00	2180.74	2195.19	2180.71	2185.03	9806	0	0
2024.03.08	20:00:00	2185.03	2185.05	2173.91	2174.36	7096	0	5
2024.03.08	21:00:00	2174.37	2177.91	2168.32	2176.41	6243	0	5
2024.03.08	22:00:00	2176.46	2178.17	2175.75	2177.32	3987	0	5
2024.03.08	23:00:00	2177.35	2179.00	2176.91	2178.55	1152	0	5
2024.03.11	01:00:00	2179.77	2181.67	2177.24	2177.24	1630	0	5
2024.03.11	02:00:00	2177.24	2183.89	2177.24	2181.67	3833	0	0
2024.03.11	03:00:00	2181.68	2189.01	2179.45	2186.71	5270	0	0
2024.03.11	04:00:00	2186.73	2186.80	2179.00	2180.28	7295	0	0
2024.03.11	05:00:00	2180.28	2180.45	2176.89	2177.47	4379	0	0
2024.03.11	06:00:00	2177.46	2180.37	2177.05	2179.58	3103	0	0
2024.03.11	07:00:00	2179.52	2181.53	2179.52	2180.73	1956	0	5
2024.03.11	08:00:00	2180.73	2181.69	2176.91	2178.03	3537	0	0
2024.03.11	09:00:00	2178.03	2180.03	2177.33	2179.52	3860	0	0
2024.03.11	10:00:00	2179.52	2182.78	2177.98	2182.32	4534	0	5
2024.03.11	11:00:00	2182.33	2183.13	2176.76	2177.45	5552	0	5
2024.03.11	12:00:00	2177.45	2181.55	2175.90	2180.51	5088	0	0
2024.03.11	13:00:00	2180.51	2180.77	2176.89	2177.72	3995	0	5
2024.03.11	14:00:00	2177.72	2179.59	2176.44	2179.00	3761	0	5
2024.03.11	15:00:00	2179.00	2180.68	2176.49	2177.22	6922	0	3
2024.03.11	16:00:00	2177.22	2185.13	2174.88	2181.78	10262	0	0
2024.03.11	17:00:00	2181.78	2183.32	2175.66	2182.00	9172	0	5
2024.03.11	18:00:00	2182.00	2185.73	2180.08	2184.37	8008	0	5
2024.03.11	19:00:00	2184.37	2184.73	2178.59	2180.84	5243	0	5
2024.03.11	20:00:00	2180.84	2184.16	2178.28	2179.69	5203	0	5
2024.03.11	21:00:00	2179.69	2180.97	2177.21	2180.90	3276	0	5
2024.03.11	22:00:00	2180.90	2184.19	2180.71	2181.39	3255	0	5
2024.03.11	23:00:00	2181.41	2182.97	2181.11	2182.65	1148	0	5
2024.03.12	01:00:00	2182.44	2184.79	2180.79	2181.33	1878	0	0
2024.03.12	02:00:00	2181.30	2183.78	2181.20	2183.69	2255	0	0
2024.03.12	03:00:00	2183.69	2184.56	2180.31	2180.47	2559	0	5
2024.03.12	04:00:00	2180.47	2183.13	2180.04	2182.82	3654	0	5
2024.03.12	05:00:00	2182.81	2182.92	2178.73	2179.15	3650	0	0
2024.03.12	06:00:00	2179.15	2179.15	2176.82	2177.51	2911	0	1
2024.03.12	07:00:00	2177.51	2179.26	2177.25	2178.26	1623	0	0
2024.03.12	08:00:00	2178.26	2179.21	2174.24	2176.25	2974	0	5
2024.03.12	09:00:00	2176.20	2177.18	2173.75	2175.42	4550	0	5
2024.03.12	10:00:00	2175.43	2177.45	2174.81	2177.02	4724	0	5
2024.03.12	11:00:00	2177.02	2178.55	2176.08	2177.85	4903	0	5
2024.03.12	12:00:00	2177.86	2179.10	2176.40	2177.00	4046	0	5
2024.03.12	13:00:00	2177.00	2177.67	2175.46	2176.51	3442	0	5
2024.03.12	14:00:00	2176.50	2176.60	2170.63	2171.95	5561	0	5
2024.03.12	15:00:00	2171.94	2182.07	2161.30	2169.84	14759	0	0
2024.03.12	16:00:00	2169.80	2169.95	2156.24	2160.43	16876	0	0
2024.03.12	17:00:00	2160.43	2166.44	2152.65	2162.07	12788	0	5
2024.03.12	18:00:00	2162.07	2164.98	2157.62	2163.03	9226	0	5
2024.03.12	19:00:00	2163.03	2166.51	2161.53	2165.84	5703	0	5
2024.03.12	20:00:00	2165.84	2165.84	2154.78	2155.03	6957	0	5
2024.03.12	21:00:00	2155.03	2156.59	2153.01	2153.56	5844	0	5
2024.03.12	22:00:00	2153.56	2157.39	2150.66	2157.39	3756	0	5
2024.03.12	23:00:00	2157.39	2159.01	2156.20	2158.13	1547	0	5
2024.03.13	01:00:00	2157.94	2161.46	2156.19	2158.78	3641	0	0
2024.03.13	02:00:00	2158.80	2159.21	2155.82	2156.96	2244	0	1
2024.03.13	03:00:00	2156.96	2160.53	2156.63	2159.31	3064	0	4
2024.03.13	04:00:00	2159.31	2159.60	2157.39	2158.64	3539	0	5
2024.03.13	05:00:00	2158.64	2161.56	2157.46	2160.42	2960	0	5
2024.03.13	06:00:00	2160.42	2160.75	2157.49	2159.18	2448	0	3
2024.03.13	07:00:00	2159.17	2159.73	2157.28	2159.37	1866	0	5
2024.03.13	08:00:00	2159.37	2160.63	2158.72	2160.14	2868	0	5
2024.03.13	09:00:00	2160.14	2161.56	2158.44	2159.49	3225	0	5
2024.03.13	10:00:00	2159.48	2160.78	2158.57	2159.79	4369	0	0
2024.03.13	11:00:00	2159.81	2161.15	2157.93	2158.28	5184	0	5
2024.03.13	12:00:00	2158.23	2160.31	2157.55	2158.58	4654	0	5
2024.03.13	13:00:00	2158.57	2163.68	2158.13	2163.44	4398	0	5
2024.03.13	14:00:00	2163.44	2164.20	2161.60	2164.00	3871	0	5
2024.03.13	15:00:00	2164.00	2166.35	2162.20	2163.60	8064	0	5
2024.03.13	16:00:00	2163.60	2171.63	2161.49	2166.12	11685	0	0
2024.03.13	17:00:00	2166.12	2169.82	2163.62	2168.96	9529	0	0
2024.03.13	18:00:00	2168.96	2174.60	2168.27	2171.78	9073	0	5
2024.03.13	19:00:00	2171.77	2174.73	2169.62	2173.67	6977	0	5
2024.03.13	20:00:00	2173.68	2179.91	2173.26	2174.53	8038	0	5
2024.03.13	21:00:00	2174.53	2176.57	2174.31	2174.85	3590	0	5
2024.03.13	22:00:00	2174.85	2175.61	2171.77	2172.61	3385	0	5
2024.03.13	23:00:00	2172.62	2175.25	2172.41	2174.32	2249	0	0
2024.03.14	01:00:00	2174.48	2175.49	2173.83	2174.73	1167	0	5
2024.03.14	02:00:00	2174.73	2176.24	2174.68	2175.56	1690	0	0
2024.03.14	03:00:00	2175.55	2176.61	2174.05	2176.31	2621	0	5
2024.03.14	04:00:00	2176.35	2177.00	2173.27	2174.76	4433	0	5
2024.03.14	05:00:00	2174.75	2175.46	2172.65	2172.80	2830	0	5
2024.03.14	06:00:00	2172.80	2174.12	2171.18	2172.28	2679	0	3
2024.03.14	07:00:00	2172.30	2172.52	2171.06	2171.78	1629	0	5
2024.03.14	08:00:00	2171.78	2171.98	2168.71	2168.88	3242	0	5
2024.03.14	09:00:00	2168.88	2170.24	2167.47	2168.76	4203	0	5
2024.03.14	10:00:00	2168.76	2169.10	2167.54	2168.74	4111	0	0
2024.03.14	11:00:00	2168.74	2170.08	2168.19	2169.62	4735	0	2
2024.03.14	12:00:00	2169.62	2172.04	2167.92	2170.08	4303	0	0
2024.03.14	13:00:00	2170.08	2170.92	2168.13	2170.64	3423	0	5
2024.03.14	14:00:00	2170.64	2170.87	2167.20	2168.54	3543	0	3
2024.03.14	15:00:00	2168.54	2170.45	2160.48	2162.82	11441	0	5
2024.03.14	16:00:00	2162.79	2167.29	2158.59	2162.57	12940	0	0
2024.03.14	17:00:00	2162.57	2163.87	2157.74	2162.04	11125	0	5
2024.03.14	18:00:00	2162.05	2162.28	2152.80	2157.30	10748	0	5
2024.03.14	19:00:00	2157.30	2160.33	2156.77	2158.72	6847	0	5
2024.03.14	20:00:00	2158.72	2165.06	2158.14	2160.28	5865	0	5
2024.03.14	21:00:00	2160.28	2162.43	2160.28	2161.43	3259	0	5
2024.03.14	22:00:00	2161.48	2163.56	2160.71	2163.53	2980	0	5
2024.03.14	23:00:00	2163.53	2163.89	2161.70	2162.19	1086	0	5
2024.03.15	01:00:00	2161.90	2162.41	2161.51	2161.58	781	0	5
2024.03.15	02:00:00	2161.57	2162.17	2160.92	2161.65	1269	0	4
2024.03.15	03:00:00	2161.65	2163.15	2160.64	2162.77	2444	0	3
2024.03.15	04:00:00	2162.77	2166.00	2162.40	2162.73	4086	0	1
2024.03.15	05:00:00	2162.73	2163.04	2161.64	2162.41	2741	0	5
2024.03.15	06:00:00	2162.42	2164.87	2161.81	2164.64	2357	0	0
2024.03.15	07:00:00	2164.64	2165.50	2163.92	2164.51	1503	0	5
2024.03.15	08:00:00	2164.53	2169.28	2163.60	2169.15	4063	0	1
2024.03.15	09:00:00	2169.15	2170.10	2167.22	2168.98	4518	0	4
2024.03.15	10:00:00	2168.98	2170.01	2166.73	2167.07	4156	0	5
2024.03.15	11:00:00	2167.06	2169.44	2165.33	2169.09	5532	0	3
2024.03.15	12:00:00	2169.09	2172.73	2167.55	2171.86	3888	0	5
2024.03.15	13:00:00	2171.87	2172.67	2168.68	2169.34	3755	0	5
2024.03.15	14:00:00	2169.34	2169.39	2166.22	2167.00	3875	0	3
2024.03.15	15:00:00	2167.00	2167.37	2157.64	2161.86	9596	0	5
2024.03.15	16:00:00	2161.86	2163.38	2156.58	2160.29	10668	0	5
2024.03.15	17:00:00	2160.31	2166.70	2159.22	2164.33	11488	0	5
2024.03.15	18:00:00	2164.33	2164.35	2158.17	2160.05	7821	0	5
2024.03.15	19:00:00	2160.04	2163.51	2157.97	2158.85	6881	0	1
2024.03.15	20:00:00	2158.85	2160.62	2155.21	2156.82	5572	0	5
2024.03.15	21:00:00	2156.82	2160.32	2156.59	2159.37	3098	0	5
2024.03.15	22:00:00	2159.33	2159.50	2156.41	2156.93	2450	0	5
2024.03.15	23:00:00	2156.95	2158.30	2155.52	2155.82	1388	0	5
2024.03.18	01:00:00	2155.34	2156.08	2151.88	2154.95	2631	0	5
2024.03.18	02:00:00	2154.95	2156.94	2153.86	2156.62	2565	0	5
2024.03.18	03:00:00	2156.62	2157.55	2155.06	2156.66	3081	0	5
2024.03.18	04:00:00	2156.64	2156.67	2150.22	2152.34	5413	0	5
2024.03.18	05:00:00	2152.34	2153.54	2146.66	2147.93	4415	0	0
2024.03.18	06:00:00	2147.93	2148.13	2146.16	2146.78	2975	0	5
2024.03.18	07:00:00	2146.78	2148.32	2146.16	2147.40	1919	0	5
2024.03.18	08:00:00	2147.40	2148.37	2146.18	2147.08	2773	0	5
2024.03.18	09:00:00	2147.11	2149.17	2146.79	2148.15	3021	0	5
2024.03.18	10:00:00	2148.14	2152.25	2147.33	2152.20	3887	0	5
2024.03.18	11:00:00	2152.20	2154.48	2150.21	2153.57	6096	0	0
2024.03.18	12:00:00	2153.57	2155.91	2153.41	2154.89	4732	0	5
2024.03.18	13:00:00	2154.89	2158.54	2154.67	2158.26	4492	0	0
2024.03.18	14:00:00	2158.26	2161.30	2158.22	2161.09	5133	0	5
2024.03.18	15:00:00	2161.09	2163.64	2158.29	2159.13	8307	0	5
2024.03.18	16:00:00	2159.13	2161.10	2155.56	2156.80	9345	0	0
2024.03.18	17:00:00	2156.80	2160.79	2156.71	2158.57	7987	0	0
2024.03.18	18:00:00	2158.49	2161.34	2157.03	2158.41	6433	0	5
2024.03.18	19:00:00	2158.43	2160.80	2154.63	2159.99	5482	0	5
2024.03.18	20:00:00	2159.99	2161.21	2158.10	2159.99	4398	0	5
2024.03.18	21:00:00	2159.99	2160.71	2159.20	2159.44	2811	0	5
2024.03.18	22:00:00	2159.44	2161.03	2159.37	2160.24	1805	0	4
2024.03.18	23:00:00	2160.24	2160.43	2159.45	2160.26	998	0	0
2024.03.19	01:00:00	2160.12	2162.56	2160.04	2161.26	1599	0	1
2024.03.19	02:00:00	2161.26	2162.26	2160.49	2162.15	1046	0	5
2024.03.19	03:00:00	2162.15	2162.86	2160.51	2160.67	2489	0	2
2024.03.19	04:00:00	2160.67	2162.26	2158.59	2160.53	3880	0	5
2024.03.19	05:00:00	2160.53	2162.84	2160.02	2160.90	3197	0	5
2024.03.19	06:00:00	2160.89	2162.43	2159.85	2161.56	4399	0	5
2024.03.19	07:00:00	2161.56	2162.18	2159.66	2160.29	2734	0	5
2024.03.19	08:00:00	2160.29	2160.50	2157.10	2157.66	3702	0	5
2024.03.19	09:00:00	2157.66	2157.78	2154.08	2156.79	5509	0	5
2024.03.19	10:00:00	2156.79	2157.29	2154.23	2155.80	4481	0	5
